"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.5939084,-0.0341941859649125,-0.024747278947368,-0.0132219149122807,0.020981429824562,0.0869875228070178,0.0511077543859654,-0.0154147570175446,-0.0247097105263161,-0.0300081324561411,-0.0277633035087722,-0.027184820175439,-0.034765457017544,-0.0374214824561403,-0.0385054061403509,-0.0379369824561407,-0.0190452307017551,0.00706478421052663,-0.045972871052631,0.593941383333333
0.361107308293269,-0.000262620159426856,0.00973117315522302,0.021253308129275,0.0451886086390663,0.109297661222941,0.0778297310140123,-0.011149357730263,-0.016715125822368,-0.0200883939144736,-0.0141365074013156,-0.0144498133223684,-0.0115097631578954,-0.010678968902785,-0.00997222701461075,0.0268970855092884,0.0635566812807552,-0.0122895328533104,-0.0181108298299706,0.360788322350544
0.352311414881139,-0.05450383297374,0.026530226461907,0.0346622667563301,0.0451516784134259,0.0760557432154123,0.126189816134266,0.10621579149971,0.0459303981693282,0.0322071925696555,0.033975457367472,0.0369092918430984,0.0385014217210608,0.0358995649322155,0.0353216597327166,0.070361125564665,0.0913186769955399,0.0196643082268276,0.0107724012671765,0.352265405942029
1.245181125,-0.164593108082705,-0.0349464699248105,0.0378633984962416,0.184077285714286,0.448455013157894,0.223208812030074,-0.0608428975563898,-0.0819405046992484,-0.0722663458646623,-0.0844607612781954,-0.101326660714286,-0.110170059210526,-0.114140915413533,-0.112800618421052,-0.0895128092105266,-0.042468046052632,-0.124752765037593,-0.132737741541355,1.24979957142857
0.820043303571429,-0.0648994125939842,-0.0653124943609022,-0.0416029953007533,0.0525909417293223,0.178133067669173,0.00919050657894775,-0.0181809652255642,-0.0258851325187978,-0.0243925968045116,-0.0333247546992482,-0.0491958674812022,-0.0490305874060153,-0.0477761484962413,-0.0371706780943842,-0.0431796177841071,-0.0397994684308362,0.0122257390006625,-0.0603903027858786,0.820096855502915
0.551711782000367,-0.182511414924068,-0.0571346390160186,-0.0258432488558346,0.00464776086956482,0.0516004925629291,0.109828575860281,0.11213026652561,0.0344767109638403,-0.0324654043433781,-0.0377625270309745,-0.0384767858293406,-0.0429734145071819,-0.0522111063586393,-0.0199512611261486,9.07118983876915e-05,-0.0095314425556979,-0.0570024359890368,-0.0740384918597957,0.551180315478582
0.731899640625,-0.118275304276315,-0.0922869309210543,-0.0744933199013157,-0.0340828634868427,0.0681125057565786,0.17175352549342,0.0906618305921064,-0.00964354194078795,-0.0360094597039472,-0.0410608075657894,-0.0321501710526317,-0.0405923421052645,-0.0448876817434215,-0.0542981472039482,-0.0444409259868415,0.0123530641447376,-0.0478984810855243,-0.0716038569078944,0.73385675
0.273393417943951,-0.0911615226031011,-0.0107603861075238,0.00352851509336074,0.0296812108144455,0.0920640436803313,0.161960511445821,0.0646759313129845,-0.0140060100804281,-0.0187470402157397,-0.00980121778779477,-0.0127036747836741,-0.0208841835685676,-0.0338380575150698,-0.0341102139608749,-0.0025666813582001,-0.0419106330014223,-0.0601470611664301,-0.0601380327169277,0.275654782755729
0.65083609731166,-0.0527404995709769,-0.0219920593984961,0.000925445112781851,0.048762248120301,0.149264951879699,0.189872315037594,0.0271146947368416,-0.0462994436090214,-0.0420893729323311,-0.0433177684210527,-0.0512345030075194,-0.0536256744360895,-0.0674802781954889,-0.0790490969924817,-0.0315559714285712,-0.00544499407343701,-0.0811040762506312,-0.076543959858533,0.652266125778605
0.333209460938829,-0.131765050285123,-0.0147960142647244,0.00548985002493069,0.0415448422767582,0.140176385865059,0.209382593629325,0.0424430546547203,-0.0324469573848912,-0.0292301553480484,-0.0119460263157896,-0.0206013692699486,-0.0313006281833598,-0.0347385876734244,-0.0386259486317658,-0.0319530506018555,0.0286101244305839,-0.0539911006799131,-0.0512536443543989,0.334072278764626
0.272080858429808,0.0618255792427239,0.0135970335964223,0.0264960560848315,0.0680278753026587,0.116135802336312,0.071861470646952,0.0202846998446475,0.00696936045586512,0.00754811108187327,0.0069366941991546,0.0122953162815154,0.00775391559650706,0.0158286090080863,0.0180254988886035,0.0210606123353448,0.0462252746605933,0.0507686193851425,0.0555339120666377,0.271646994263098
