"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.5939084,-0.0238275222222222,0.0355763592592607,0.0205352611111114,-0.0276791740740739,-0.0260069055555552,-0.0370888277777778,-0.0374248777777778,0.0179010259259258,0.593941383333333
0.361107308293269,0.0112380971780923,0.0566350636812301,0.0309722864583336,-0.0204371875000001,-0.013637102430555,-0.0103976041666665,0.00733787455456214,-0.00747937223927337,0.360788322350544
0.352311414881139,0.027737507086953,0.048877739503158,0.135287320822711,0.0371836079675115,0.0349049458960515,0.0383339908244185,0.052030859946044,0.0193025688023121,0.352265405942029
1.245181125,-0.025975928571429,0.244504335317459,0.0748102380952383,-0.0789626269841271,-0.0916701626984121,-0.111199351190477,-0.108973380952381,-0.102757311507937,1.24979957142857
0.820043303571429,-0.0632447083333327,0.0943697420634922,-0.0130071428571424,-0.0311532599206353,-0.0471019384920636,-0.0501088154761909,-0.0385579036840411,0.0174934378436729,0.820096855502915
0.551711782000367,-0.0509874673913056,0.011283807971016,0.116910989719252,-0.0014531176426424,-0.0381179009819223,-0.0479774042321934,-0.00926577311176354,-0.0581140170275594,0.551180315478582
0.731899640625,-0.0903305729166676,-0.0155689166666666,0.173619921875,-0.0257288993055561,-0.038307630208334,-0.0431907916666667,-0.0466882326388888,-0.0281732760416673,0.73385675
0.273393417943951,-0.00782540315619866,0.0377847273318379,0.151832263943692,-0.0169045442339243,-0.0104462958289076,-0.0291467231889413,-0.00765968222446778,-0.0606113723723729,0.275654782755729
0.65083609731166,-0.0202891095238089,0.065892953968253,0.144591176190476,-0.0450482206349207,-0.0478566,-0.0643074761904761,-0.0383541730158731,-0.0836241531800501,0.652266125778605
0.333209460938829,-0.00937614590281899,0.0524964697798998,0.18176223838163,-0.0304188110565483,-0.0125525627240139,-0.0304670686293557,-0.0416159472321778,-0.0523477987496232,0.334072278764626
0.272080858429808,0.0139508930172763,0.0806212861065935,0.0488079204696355,0.00651154780174214,0.0103762370338262,0.00971203558044807,0.0173737087273985,0.0551571990319807,0.271646994263098
0.36122766340398,-0.0592877690307528,0.0336861553287977,0.217692459183673,0.0172780971380279,-0.0476811821874164,-0.046049162464561,0.0114639416498995,-0.0661165899368678,0.358510134477709
0.278987294117647,-0.112952309368192,-0.0189088169934631,-0.00220020588235283,-0.0227852472766897,-0.0109051570759221,0.00586907205104327,0.0226514750836626,0.101728359445783,0.279330288796848
0.301953529024343,-0.126788625935684,-0.0306220126707855,-0.0166455098039211,-0.0197013507625276,-0.00776862962962951,0.0142370326797379,0.064153188453159,0.0674521274509812,0.301672696078431
0.430451459791984,0.0592294173137156,0.123253838857884,0.129369689679646,0.0282393287037026,0.031978649691358,0.0296039814814807,0.0293090895061738,0.0345951404320972,0.431278569444444
0.728726277860027,-0.033350286899987,0.199735340257184,-0.0173763666666668,-0.0440002722222226,-0.0642963629629636,-0.0754137333333336,-0.087319464814815,-0.0841649722222217,0.731139806397134
0.234238972727273,-0.0603094512066631,0.0343393026095427,0.126895967069786,-0.00985169643957382,0.00159734305555627,-0.0126303958333344,-0.0125228388888882,0.00937871631009428,0.233336405113636
0.374489565217391,-0.0317492971014482,0.0213276497584545,0.154631742753623,-0.0088678285024132,-0.0458291413043493,-0.0469459094202897,-0.0294219218228454,-0.0540941129738185,0.373439751304348
0.616747674418605,-0.0496373165374684,-0.0280176459948318,0.0875703682170544,0.0218334513000829,-0.0465498138981395,-0.0255725013134723,0.00556680442386565,-0.0331736900299729,0.614664654122621
0.653696041685936,-0.0346054786324802,0.0347413076923074,0.214350645299145,-0.0369697207977216,-0.0403490484330498,-0.0448076623931627,0.00880603133902985,-0.064230191299461,0.65649843684768
0.46310720243728,-0.0114610443940547,0.037005296455655,0.00470629458403771,-0.0330027012874113,-0.00468353993055644,-0.0226078697916671,-0.00620164930555499,-0.0347829149305555,0.465793616991992
0.545241675675676,-0.0112056396396394,0.0725530180180172,0.159015279279279,-0.0196613273273277,-0.0283307117117115,-0.0481400540540541,-0.0125791396396395,-0.0758919774774777,0.544904050916241
0.313387857142857,-0.00281382063492081,0.0246418476190473,0.0806186666666663,-0.0256779841269848,-0.0163320000000003,-0.0230565714285715,-0.0183405492063488,-0.0312436507936507,0.313699442857143
0.756013769230769,-0.0596134594017094,0.0343092072649571,0.0769040897435897,-0.0429807435897435,-0.0451670641025634,-0.0614069423076926,-0.0371931452991462,0.00433115707469384,0.75664503689213
0.559810850369209,-0.0821181016310593,-0.00989292063492089,-0.0447067942130085,-0.0391615174877813,-0.01884297814715,0.00633609182032282,0.0332885998117807,0.080809803657695,0.562655155998328
0.243635821266968,-0.00243255647546159,0.0594252936268647,0.124521415127813,-0.0268352898137148,-0.02954100997151,-0.037261824786324,-0.0264216238730215,-0.0603300566462524,0.243511560699181
0.488591548780488,-0.152355998644982,-0.0511723672086757,0.0986229634146334,0.0918214986449875,0.0257027453366397,0.0204969349194123,0.0328590457497874,-0.026519900351344,0.489029595576199
0.80833765152439,-0.051695453272358,-0.0242177345503914,0.00342143729166773,-0.0371333470341412,-0.0413213221646132,-0.0314405374999991,0.0661112444444445,-0.0353272472222222,0.8092316625
0.41801049836872,-0.0270359890425496,0.0319897973164878,0.0360936839080461,-0.0230064157088132,-0.0325319137931025,-0.0297093103448271,-0.0262615536398463,0.0148500996168593,0.4173865
0.252726374459392,0.10926133771645,0.06575956597289,0.0532077202521501,0.0941369217256783,0.0403472143965612,0.00804942032280753,0.125650858275713,0.177871463449001,0.252871515679937
0.707950811332503,-0.107736087002582,-0.0758631011174571,0.061110631247438,0.0267628457173309,-0.0193890937955401,-0.0205222904160498,0.0163576008229028,-0.0272978617747436,0.707271397727273
0.831623319328859,-0.0486503799999995,0.062211748888888,-0.0083600133333333,-0.0175803288888886,-0.0321676644444443,-0.0413716266666671,-0.0291623555555551,-0.0576134177777766,0.83136328
1.05283817391304,-0.0600038707729467,-0.0499521956521736,0.0040848079710156,-0.0412600591787433,-0.0487893043478269,-0.0487298623188408,0.0288982560386483,-0.051282964975845,1.05211198913043
0.900625724574801,-0.0369985217498142,-0.0178395472711967,0.0688104688365712,0.00601063824289404,-0.0261501279069767,-0.0334715177735722,-0.0129651567626959,-0.0594789487442396,0.900046516440569
0.885835704545455,-0.0718053686868684,-0.00977334722222142,0.0282766363636376,-0.0189845063131305,-0.0367593060514541,-0.0431212459551636,0.00789469785083287,-0.0581698456584116,0.886146302056783
0.769879681818182,-0.0161900757575753,-0.0206869259259265,-0.0573732222222221,0.00570705723905585,-0.0163087171717171,0.0129004090909088,0.0191843821548809,0.0645162895622889,0.770296742424243
0.576084412142039,-0.04675873765432,-0.0287285987654338,0.0297485092592586,-0.0146381913580238,-0.0108306604938282,-0.015016245370372,-0.014133674382719,-0.00860449065898448,0.576898932551272
0.505766052806399,-0.00650992361111124,0.0966785243055554,0.0684146979166666,-0.0319128559027779,-0.0327519513888893,-0.0517863958333322,-0.0691369076235994,-0.0267629192932967,0.506849083059211
0.910925512934905,-0.10954374749024,-0.0294000518821294,0.036808923537995,0.00686047314082238,-0.0278694090909089,-0.0353600858585851,-0.0230922373737384,0.00650249831649928,0.909868015151515
0.499100129032258,-0.00957737275985502,0.0734751469534056,0.0155327365591396,-0.0208459193548398,-0.0334567491039408,-0.034900645161291,-0.0394233297491028,0.0411215609319016,0.499265516129032
0.367694123986095,0.0465939043927638,0.0601723772609811,0.0719954031007737,0.0494412700258387,0.0388986589147285,0.0317288992248075,0.0334594147286825,0.0330714534883723,0.369117662790698
0.851596855555556,-0.0857251345679007,-0.0456290913580252,0.111490407407407,-0.0231752925925922,-0.0623483074074074,-0.0640125370370372,0.032096330864198,-0.0627498641975312,0.850401911111111
