"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0.5939084,-0.0218202809523829,-0.0455428595238096,-0.0331164193877547,-0.0285811819727886,-0.0241620717687081,-0.0222047619047609,-0.0182409714285709,-0.0111181136054415,0.00109249217687067,0.0159071435374157,0.038676983333334,0.0666290714285719,0.0887106098639453,0.0910850547619048,0.0682670948979591,0.0312718622448989,0.00294325816326656,-0.0138826615646251,-0.0216376945578229,-0.0240644459183675,-0.0260470595238096,-0.0270253057823126,-0.0302898836734694,-0.0310085034013603,-0.0291486091836736,-0.0270857506802723,-0.0284681142857145,-0.0282041571428575,-0.0293631894557818,-0.0327502663265301,-0.0344975323129255,-0.0357084908163267,-0.0374067897959183,-0.0373566962585037,-0.0385379833333333,-0.0380390173469386,-0.0394259591836737,-0.0372424731292517,-0.0367593360544223,-0.0320774013605439,-0.0220921918367348,-0.00390037380952387,0.0209763976190474,0.000246869727890461,-0.0373562122448976,-0.0437597680272101,-0.0454009095238092,0.054844772448978,0.593941383333333
0.361107308293269,-0.215493450666786,-0.0156979224091524,0.000368020363291628,0.00128355479546934,0.00711418832012442,0.0112207693563241,0.0165541883519994,0.0233056410374402,0.0289174135521538,0.039741979993908,0.0578275867287056,0.0825189009993194,0.111325287198733,0.12712006593428,0.106884118554513,0.046977788265306,0.00764292091836718,-0.0108474005102041,-0.0139246954719384,-0.0172492228954085,-0.0190412834821422,-0.0201319174107143,-0.0191005322066324,-0.017427815369897,-0.017010838010205,-0.0139134955357155,-0.0121893038903066,-0.0121295357142852,-0.0121446297831626,-0.0124123415178575,-0.0106371983418362,-0.0107057755102034,-0.0102231297831631,-0.0119239590478411,-0.00990398228309495,-0.0113163938828927,-0.00968142865003452,0.00373057647757663,0.0387581962295981,0.0769209215780837,0.0647160177290595,0.0523815467709214,-0.00900711779362282,-0.0123900592996887,-0.0189198717164718,-0.0188583875470909,-0.01376875568467,-0.000763251797687279,0.360788322350544
0.352311414881139,-0.0413565867008933,-0.100651135615701,-0.0110427192374804,0.0199432094421661,0.0262564562509952,0.0308514498896125,0.0329593264260919,0.0361351807468943,0.0385119215943995,0.0436872604404471,0.0493519992981416,0.0609943544498511,0.0773830128864522,0.0987920460869978,0.119816365638547,0.134244312338967,0.129653119053752,0.107403926316638,0.0778275847371633,0.0540861801752515,0.0408836651508119,0.0351094349814449,0.0336983708596873,0.032089252300666,0.0325488978300566,0.0339814001827448,0.0349617327800458,0.0360476226875981,0.0375129538433081,0.0389420524939235,0.0397459946581738,0.0394763643292456,0.037947498068735,0.0359421955339964,0.0320994620733673,0.0331412154411116,0.0394882341537741,0.050321085868215,0.0761354958506997,0.0860617077585888,0.0939041404977321,0.0685782870078849,0.0251905689683949,0.0182836139320357,0.0129722300480319,0.0102896889988925,0.00986404546424147,0.19248669940163,0.352265405942029
1.245181125,-0.257971559766758,-0.414873989795919,-0.0913829686588917,-0.0630141789358611,-0.0375986260932935,-0.0130121698250736,0.0154828545918383,0.0501459052478145,0.097353756559766,0.160918176020409,0.255846803571429,0.366756108965015,0.455269345481049,0.456264831632653,0.315179113702623,0.12841305867347,-0.000271087099125609,-0.0582594398688036,-0.0764253622448974,-0.0797209107142857,-0.079943778061224,-0.0788386858600571,-0.0752845572157431,-0.0677172131924189,-0.0740028913994158,-0.0840131362973771,-0.0924928709912544,-0.0974623826530608,-0.101887097303207,-0.104830903790088,-0.110699056122449,-0.109195081997085,-0.110045946793002,-0.111228885568511,-0.109613089285714,-0.111713646865888,-0.107297902332362,-0.108220337099125,-0.0757831588921287,-0.0354243265306127,-0.0359883604227408,-0.0398872066326535,-0.0665803997813405,-0.12951762026239,-0.130117772959182,-0.136409736151602,-0.152502979227406,0.126328923104962,1.24979957142857
0.820043303571429,0.0464862638483984,-0.0578526439504375,-0.0670932521865888,-0.0660080459183676,-0.0650066494169088,-0.0565751115160349,-0.0503819336734703,-0.0410520287900867,-0.0175851465014588,0.0311418050291558,0.103071238338192,0.163296893950438,0.175641888483965,0.109984829081633,0.0295857150145776,-0.00786631997084487,-0.0182312893585998,-0.0182109996355676,-0.0197472124635555,-0.024633702259475,-0.0294307908163261,-0.0331525783527696,-0.0259163301749269,-0.021260122084549,-0.0280977441690955,-0.0355995346209912,-0.0463229664723037,-0.0483747933673473,-0.0498158134110783,-0.048367878279884,-0.049848515306122,-0.0508269537172005,-0.0507778600583103,-0.0471844774052475,-0.0446276913634378,-0.0377669541865584,-0.0367225579345638,-0.0396032938325365,-0.0399193127393849,-0.0459497047121111,-0.0398903648256579,-0.026838133780294,0.00919274799205924,0.00584499228895804,-0.0454806539898286,-0.0569280604097141,-0.069424813093274,0.0669675823406184,0.820096855502915
0.551711782000367,-0.0814472922637635,-0.234221902209974,-0.120716502944007,-0.0685668176315358,-0.0589279341171245,-0.0486986916592724,-0.0337364829192544,-0.0246385268411716,-0.0115265215173027,0.00225922559893452,0.0144572209405506,0.0290978762200541,0.0523386370896184,0.0807655745341617,0.100990056240743,0.11408350073396,0.122165428539856,0.112974182718648,0.0956504332950921,0.0573719246594616,0.0219444568569742,-0.00861444155776844,-0.02671477225047,-0.0357826019781253,-0.0390186380554191,-0.0385730038073632,-0.0371997582868224,-0.0357783877315771,-0.0382442627971806,-0.0399820399208712,-0.04202366678081,-0.04725175806048,-0.0504614221587882,-0.052875425681461,-0.0442323755761579,-0.0233066692514012,-0.00184139376001078,-0.00860589504848554,0.0113038293673557,0.0355848464720974,0.00679310491305693,-0.0535162884873095,-0.0553746948531242,-0.0577420039140643,-0.0680687351327013,-0.0752851503032234,-0.0535185437273377,0.142740682222609,0.551180315478582
0.731899640625,0.123510666772961,-0.155055084821431,-0.104529227359696,-0.100552225446429,-0.0927799339923477,-0.0886827429846928,-0.0812081361607144,-0.0725294882015301,-0.0607628845663267,-0.0412962889030615,-0.0126709572704075,0.024242148596938,0.0713360959821417,0.11687008705357,0.156153016900511,0.176355319196428,0.155201241390305,0.093287005739796,0.0340220079719386,0.00258191517857104,-0.0148894330357128,-0.0295881419005101,-0.0338147777423474,-0.0385001664540803,-0.0434026090561228,-0.0405493705357147,-0.0393545711096943,-0.03513421875,-0.0316127216198981,-0.0359607110969387,-0.0406320229591847,-0.0421482273596953,-0.0448607745535718,-0.0455491116071433,-0.0512114464285711,-0.0495220076530612,-0.0541102860331629,-0.0469478867984692,-0.0399274668367348,-0.0216982161989787,0.00623386128826524,0.0152330424107156,-0.0115144078443866,-0.0532108131377547,-0.0639535816326528,-0.0675429237882665,-0.075691883609693,0.147405493303578,0.73385675
0.273393417943951,-0.213249863544367,-0.195406608820706,-0.0484414834935102,-0.0245114360479424,-0.0119181530078941,-0.00587522666727225,-0.00048600166743585,0.00580794735114016,0.0144690954119378,0.0237045436493937,0.0396369598219189,0.0644804190078954,0.0957187177842524,0.129407587876477,0.155061988310787,0.158662513092057,0.125557982264236,0.0691471886560087,0.0209779794818763,-0.00635767986625563,-0.0157282010109159,-0.0190902940392067,-0.0183417213874544,-0.0159956973340564,-0.0116943740423731,-0.0105005079582615,-0.010912259399816,-0.0120444494378616,-0.0125359796272542,-0.016959082202215,-0.0208532978291078,-0.0263177763125073,-0.0312301789530702,-0.0365762455674155,-0.0387852172816583,-0.0344686451773171,-0.0236938918466285,-0.00804117198897933,-0.00202063029311689,-0.00955032046331972,-0.0342973389409818,-0.0531238629343632,-0.0601326464423601,-0.0616588753447324,-0.0605923127413125,-0.0590290159955858,-0.0730735899062333,0.0242354015443991,0.275654782755729
0.65083609731166,-0.177955133997186,-0.0877704938586358,-0.0350799906822272,-0.0328909150651536,-0.0239296557609337,-0.0158419641399417,-0.00669337551020433,0.00565664752186612,0.0203843897959182,0.0402672749271132,0.0707064481049559,0.110205553061224,0.153448552478135,0.191288826530613,0.199643983381925,0.166054497084547,0.0986622125364438,0.0301367157434402,-0.0145772857142859,-0.0408063276967931,-0.046693563265306,-0.0449890597667639,-0.0418172895043735,-0.0411535787172012,-0.0424591212827988,-0.0438229425655982,-0.0470125816326536,-0.0509648571428572,-0.0498535055393584,-0.0495420772594756,-0.0541087588921286,-0.0604047804664725,-0.0651766822157426,-0.0700165151603495,-0.0754258836734695,-0.0783175483965013,-0.0647248142857134,-0.0391466177842557,-0.0115551206997083,0.011430424895343,0.00957157135810208,-0.0433062801653061,-0.0865594466599458,-0.0801031364182259,-0.0793336672828863,-0.0766111399447766,-0.0806482078830614,0.0912420708715653,0.652266125778605
0.333209460938829,-0.162322034406215,-0.346223247019575,-0.0600853859648755,-0.0329724128782782,-0.0177130526695878,-0.00561292871881542,0.000275028865983139,0.00846033343834286,0.0198194023023516,0.0339902200741211,0.056140376488889,0.0965158368041994,0.146656267033296,0.190562088827266,0.207699928398098,0.197308128363557,0.132416903906638,0.0465379235679368,-0.00665392492480917,-0.0300932258666743,-0.0310637665362075,-0.0309984097990661,-0.0266364259381168,-0.0259089960500319,-0.0201057337063856,-0.0109213841342981,-0.0135478238973014,-0.0182790460829503,-0.026428513495721,-0.031023250493747,-0.0310032021066496,-0.0339902732060567,-0.0330273761849145,-0.0363770948527504,-0.0377292105908406,-0.0395848198961224,-0.0412342879096853,-0.0434787856157701,-0.0249996091729594,0.00297857516106193,0.0319926227102982,0.0114152394280303,-0.0432635427007681,-0.0527471422234457,-0.0540391556190378,-0.0512422759493516,-0.0514428307922129,0.000947762901863802,0.334072278764626
